"age","sex","experience","experience_role","experience_years","hard_skills","soft_skills","certifications","degree","training","job_field","job_position"
30,NA,0.015580887,0.083419234,3,0.39413178,0.771093071,"TRUE","primary eucation","FALSE","services","tutor"
30,"female",0.186492234,0.285086513,3,0.303943872,0.228291422,"TRUE","telehealth","TRUE","healthcare","medical laboratory technologist"
32,"male",0.159504011,0.349444777,7,0.50241363,0.213081807,"TRUE","molecular diagnostics","TRUE","healthcare","medical laboratory technologist"
22,NA,0.205797285,0.414410233,NA,0.371214867,0.482458293,"FALSE",NA,"TRUE","services","customer service representative"
36,"female",0.57722354,0.343303859,10,0.452437043,0.340580642,"TRUE",NA,"FALSE","hr & admin","hr manager"
35,"female",0.46792978,0.252276182,3,0.539806247,0.51557827,"TRUE","computer science","TRUE","arts & communication","illustrator"
29,"male",0.158121943,0.329924017,6,0.650978446,0.211005867,"TRUE","radiologic sciences","TRUE","healthcare","medical assistant"
27,"female",0.422309875,0.1956864,1,0.23024544,0.193010718,"FALSE",NA,"FALSE","hr & admin","offinance manager"
29,"female",0.39138791,0.257462353,3,0.496840596,0.471378446,"FALSE","financial management","FALSE","accounting & finance","financial advisor"
40,"male",0.430326581,0.267384171,10,0.54006803,NA,"FALSE","information technology","FALSE","computer & it","database administrator"
28,"female",0.460859865,0.243426889,5,0.351270556,0.574248314,"FALSE","computer science","FALSE","computer & it","web developer"
48,"female",0.046006121,0.273213506,25,0.529857397,0.648994923,"TRUE","accountancy","FALSE","accounting & finance","auditor"
35,"female",0.131850123,0.27490449,9,0.335168809,0.322036833,"TRUE","health informatics","TRUE","healthcare","medical laboratory technologist"
34,NA,NA,0.287858933,4,0.555619121,0.627536774,"FALSE","business management","FALSE","accounting & finance","financial advisor"
47,"female",0.303086,0.207036,1,0.457667947,0.196484417,"FALSE","education","FALSE","education","sped teacher"
30,"female",0.2764557,0.270475775,8,0.501830339,0.601048291,"FALSE","hospitality management","FALSE","services","event planner"
31,"male",0.41412,0.244236,8,0.330038518,0.378590822,"TRUE","political science","TRUE","education","researcher"
24,"female",0.405765355,0.230323941,5,0.537028193,0.538560987,"TRUE","digital design","FALSE","arts & communication","graphic designer"
28,"male",0.442935705,0.456471324,4,0.458806276,0.506406724,"TRUE","visual design","TRUE","arts & communication","illustrator"
26,"male",0.356863439,0.249972746,4,0.496309936,0.398421943,"FALSE","entertainment management","TRUE","arts & communication","event planner"
27,"female",0.043394651,0.339820981,4,0.455998689,0.660190701,"FALSE","information technology","FALSE","computer & it","application developer"
28,"female",0.358584553,0.256283611,2,0.346681476,0.407962143,"FALSE","marketting","TRUE","services","hotel and restaurant staff"
27,"female",0.350422978,0.172483981,2,0.263295203,0.246703699,"FALSE","business administration","TRUE","hr & admin","clerk"
32,"male",0.355894864,0.307314664,8,0.510012329,0.55803436,"TRUE","accountancy","FALSE","accounting & finance","financial manager"
34,"female",0.175151974,0.248462558,4,0.325758755,0.192203164,"TRUE","nutrition and dietetics","TRUE","healthcare","medical assistant"
37,"male",0.20750694,0.338061094,7,0.268867165,0.358530164,"TRUE","accountancy","FALSE","accounting & finance","accountant"
29,"female",0.533765137,0.414139926,3,0.377520919,0.501743317,"FALSE","computer science","FALSE","computer & it","system analyst"
30,"female",0.170632839,0.346465975,4,0.361741662,0.19697383,"TRUE","medical laboratory science","TRUE","healthcare","registered nurse"
29,"male",0.158121943,0.255644441,5,0.311464846,0.20618169,"TRUE","pharmacy","TRUE","healthcare","pharmacist"
30,"male",0.211619765,0.216182217,4,0.233663499,0.649944305,"FALSE","culinary arts",NA,"services","chef"
22,"female",0.460548997,0.301427931,5,0.502172709,0.538560987,"TRUE","visual communications","FALSE","arts & communication","graphic designer"
31,"female",0.151854336,0.175765187,8,0.249455348,0.213081807,"TRUE","pharmacy","TRUE","healthcare","pharmacist"
28,"male",0.175151974,0.241178364,3,0.244358763,0.492506415,"TRUE","medicine","TRUE","healthcare","medical doctor"
29,"male",0.186492234,0.452024102,2,0.223882914,0.337843537,"TRUE","medicine","TRUE","healthcare","medical doctor"
NA,"male",0.380392492,0.228002131,3,0.514170468,NA,"TRUE","accountancy","TRUE","accounting & finance","bookkeeper"
26,"female",NA,0.342468262,3,0.440071613,0.581009507,"FALSE","computer science","FALSE","computer & it","application developer"
28,"female",0.29036123,0.19313243,4,0.336289883,0.352943063,"FALSE","business administration","FALSE","hr & admin","offinance manager"
29,"male",0.318589687,0.203778341,4,0.337338865,0.337892503,"TRUE","accountancy","FALSE","accounting & finance","accountant"
NA,"male",0.392251074,0.168229714,1,0.251372159,0.05362043,"FALSE",NA,"FALSE","hr & admin","project coordinator"
32,"male",0.175151974,0.340738535,4,0.300866663,0.154385835,"TRUE","microbiology","TRUE","healthcare","medical laboratory technologist"
29,"female",0.585536122,0.259905398,6,0.598489523,0.028755687,"FALSE","information technology","FALSE","computer & it","database administrator"
36,"female",0.333760798,0.374122292,7,0.544074237,0.503635228,"FALSE","hospitality management","FALSE","services","event planner"
33,"female",0.516599298,0.302744925,3,0.571601331,0.529484212,"TRUE","marketing","FALSE","arts & communication","illustrator"
28,"female",0.366513312,0.233720139,10,0.311401129,0.277587712,"TRUE","accountancy","FALSE","accounting & finance","accountant"
34,"male",0.211885586,0.260257989,10,0.394938946,0.560219467,"FALSE","hospitality management","FALSE","services","event planner"
60,"male",0.374737263,0.258103669,16,0.540164113,0.039647106,"TRUE","financial management","TRUE","accounting & finance","bookkeeper"
33,"female",0.68345577,0.189872831,10,0.366773516,0.372240007,"FALSE",NA,"FALSE","hr & admin","hr manager"
27,"male",0.321618855,0.567143083,1,0.576966643,0.367355824,"TRUE","financial management","TRUE","accounting & finance","bookkeeper"
32,"male",0.520545244,0.249411196,5,0.605622292,0.522639632,"TRUE","graphic design","TRUE","arts & communication","illustrator"
28,"female",0.452328563,0.243752956,2,0.386849225,0.543993235,"FALSE","hotel and restaurant management","TRUE","services","hotel and restaurant staff"
30,"female",0.522930861,0.285986066,7,0.353941202,0.550377131,"FALSE","computer science","FALSE","computer & it","application developer"
35,"female",0.159504011,0.611293674,6,0.297239691,0.334703803,"TRUE","clinical laboratory science","TRUE","healthcare","medical laboratory technologist"
27,"male",0.313447952,0.0798398,3,0.334290683,0.335315406,"FALSE","business administration","TRUE","hr & admin","recruiter"
42,"male",0.050972775,0.250915527,12,0.318340659,0.343456864,"TRUE","accountancy","FALSE","accounting & finance","accountant"
38,"female",0.384369552,0.383585274,10,0.582134664,0.541315079,"FALSE","hospitality management","FALSE","services","event planner"
45,"male",0.426329076,0.272563517,5,0.582844853,0.472223341,"TRUE","journalism","TRUE","arts & communication","public relations"
28,"female",0.51497829,0.206520796,2,0.305087209,0.512929797,"FALSE","business management","FALSE","hr & admin","project coordinator"
40,"male",0.417599589,0.357577026,14,0.32531783,NA,"FALSE","business management","FALSE","accounting & finance","financial advisor"
NA,"female",0.598198,0.126573,20,0.48297435,0.41213727,"TRUE","special education","TRUE","education","sped teacher"
22,"female",0.262722015,0.239488691,3,0.611275673,0.420035481,"TRUE","event management","FALSE","arts & communication","event planner"
31,"female",0.399613202,0.168471456,5,0.315529257,0.327046156,"FALSE","computer science","TRUE","hr & admin","recruiter"
40,"male",0.417462,0.220317,12,0.383153081,0.226532817,"TRUE","clinical research","TRUE","education","researcher"
29,"female",0.283115,0.126573,6,0.319312513,0.348314047,"TRUE","speech-language pathology","FALSE","education","sped teacher"
25,"female",0.431904852,0.217278838,3,0.567224264,0.711427808,NA,"financial management","FALSE","accounting & finance","auditor"
29,"female",0.508413672,0.406261444,6,0.445872128,0.696440458,"FALSE","computer science","FALSE","computer & it","database administrator"
NA,"female",0.499458,0.293277,11,0.40681076,0.40407446,"TRUE","anthropology","TRUE","education","college professor"
35,"female",0.456468999,0.350993574,11,0.389383554,NA,"FALSE","computer science","FALSE","computer & it","web developer"
31,"male",0.186492234,0.240570053,3,0.05813052,0.346980929,"TRUE","nursing","TRUE","healthcare","medical assistant"
29,"female",0.26211679,0.199204206,4,0.329588473,0.222333878,"FALSE",NA,"FALSE","hr & admin","clerk"
25,"male",0.286313355,0.238911331,2,0.432255119,0.608371496,"FALSE","secondary education","FALSE","services","tutor"
30,"female",0.296266943,0.244638383,3,0.353587776,0.256719381,"FALSE",NA,"FALSE","hr & admin","offinance manager"
NA,"male",0.477216929,0.242228776,14,0.550230443,0.648951888,"TRUE","accountancy","FALSE","accounting & finance","auditor"
30,"male",0.158121943,0.240615517,6,0.36148894,0.214749843,"TRUE","medicine","TRUE","healthcare","medical assistant"
35,"male",0.716857672,0.101959817,8,0.419456065,0.169967681,"FALSE","business management","TRUE","hr & admin","hr manager"
27,"male",0.384500921,0.195621192,2,0.455048531,0.572700262,"FALSE","event management","TRUE","arts & communication","event planner"
NA,NA,0.138449654,0.108846173,8,0.271336854,0.05362043,"TRUE",NA,"FALSE","hr & admin","recruiter"
28,"male",0.287996322,0.172441766,1,0.514170468,0.375934988,"TRUE","accountancy","FALSE","accounting & finance","bookkeeper"
28,"male",0.526474714,0.25492543,3,0.281416386,0.636686444,"FALSE","computer engineering","FALSE","computer & it","software engineer"
51,"male",0.4637568,0.383483529,7,0.622950733,0.580475926,"FALSE","digital marketing","FALSE","arts & communication","public relations"
22,"female",0.470591992,0.307364374,1,0.566987574,0.508545637,"FALSE","visual arts","TRUE","arts & communication","illustrator"
39,"male",0.281048685,0.213009596,3,0.57572341,0.569455743,"TRUE","event management","FALSE","arts & communication","event planner"
38,"male",0.228542149,0.259899557,10,0.464090019,0.624368787,"FALSE","hospitality management","FALSE","services","event planner"
24,"female",0.383687705,0.206676155,2,0.557966828,0.524649441,"TRUE","visual design","FALSE","arts & communication","graphic designer"
31,"male",NA,0.261663407,7,0.357057989,0.570221364,"FALSE","hospitality management","FALSE","services","event planner"
36,"female",0.511850059,0.170301482,8,0.312018454,0.318980426,"FALSE",NA,"FALSE","hr & admin","project coordinator"
NA,"male",0.599759698,0.105136454,2,0.514484644,0.376264215,"FALSE",NA,"FALSE","hr & admin","recruiter"
37,"male",0.574417353,0.262877941,4,0.468106776,0.526679873,"FALSE","graphic design","TRUE","arts & communication","graphic designer"
32,"female",0.170632839,0.275564224,4,0.253005475,0.260743976,"TRUE","medical technology","TRUE","healthcare","medical laboratory technologist"
NA,"male",0.585215151,0.261458099,6,0.356872946,0.666353047,"FALSE","computer engineering","FALSE","computer & it","application developer"
NA,"male",0.324322701,0.33828491,8,0.357823163,0.413567394,"TRUE","accountancy","FALSE","accounting & finance","accountant"
32,"male",0.186492234,0.272918344,3,0.285723567,0.260743976,"TRUE","education","TRUE","healthcare","medical laboratory technologist"
28,"female",0.421998918,0.27541244,1,0.678999245,0.526679873,"TRUE","digital design","FALSE","arts & communication","graphic designer"
32,"female",0.355153859,0.170133322,3,0.317933083,0.512929797,"FALSE","business administration","FALSE","hr & admin","offinance manager"
35,"male",0.356776416,0.267743081,5,0.329821348,0.357647061,"TRUE","accountancy","FALSE","accounting & finance","accountant"
32,"female",0.159504011,0.303922772,0,0.31539607,0.20618169,"TRUE","medicine","TRUE","healthcare","medical doctor"
28,"female",0.187347591,0.218025267,1,0.214182079,0.334525704,"FALSE",NA,"TRUE","healthcare","pharmacist"
31,"male",0.299004793,0.357982963,7,0.583025277,0.69298327,"TRUE","finance","FALSE","accounting & finance","financial manager"
25,"female",0.424013853,0.233081698,3,0.537232041,0.644929409,NA,"financial management","FALSE","accounting & finance","auditor"
36,"female",0.267602,0.180455,9,0.346662581,0.418419957,"TRUE","energy science","TRUE","education","researcher"
32,"female",0.458806,0.126573,6,0.380354851,0.288678199,"TRUE","educationi","TRUE","education","sped teacher"
NA,"female",0.283646941,0.247614443,3,0.428775281,0.66511029,"TRUE","secondary education","FALSE","services","tutor"
26,"male",0.352491289,0.265681505,1,0.514170468,0.424511552,"TRUE","accountancy","TRUE","accounting & finance","bookkeeper"
31,"female",0.528781712,0.235781521,6,0.528831601,NA,"FALSE","computer science","TRUE","computer & it","system analyst"
33,"male",0.336029291,0.152471602,5,0.157718539,0.440748155,"FALSE",NA,"FALSE","hr & admin","offinance manager"
37,"male",0.370952457,0.267137736,7,0.316386491,0.33267647,"TRUE","accountancy","FALSE","accounting & finance","accountant"
30,"male",0.170632839,0.295568764,4,0.3016527,0.230239064,"TRUE","medicine","TRUE","healthcare","medical doctor"
34,"male",0.170632839,0.283408076,5,0.225759,0.215773195,"TRUE","pharmacy","TRUE","healthcare","pharmacist"
23,"female",0.45086965,0.223317355,5,0.537028193,0.538560987,"TRUE","graphic design","FALSE","arts & communication","graphic designer"
35,"male",0.438674331,0.184242353,10,0.35190779,0.373905838,"FALSE","business administration","FALSE","hr & admin","recruiter"
23,"female",0.497014165,0.344406307,1,0.566987514,0.508545637,"FALSE","visual arts","TRUE","arts & communication","illustrator"
29,"female",0.51072818,0.37851119,7,0.587542892,NA,"FALSE","information technology","FALSE","computer & it","database administrator"
31,NA,0.325809568,0.292733729,7,0.32531783,0.497636169,"FALSE","business management","FALSE","accounting & finance","financial advisor"
29,"male",0.282244563,0.19313243,4,0.366894811,0.52146792,"FALSE",NA,"FALSE","hr & admin","offinance manager"
27,"male",0.050972775,0.257503837,0,0.05813052,0.176231176,"TRUE",NA,"TRUE","healthcare","pharmacist"
34,"female",0.513536632,0.25492543,5,0.338526398,0.028755687,"FALSE","computer science","FALSE","computer & it","system analyst"
42,"male",0.373389632,0.385557055,13,0.287741303,0.351119548,"TRUE","accountancy","FALSE","accounting & finance","accountant"
31,"male",0.158121943,0.294987112,5,0.250124365,0.252876163,"TRUE",NA,"TRUE","healthcare","registered nurse"
28,"female",0.284523,0.126573,5,0.27411437,0.427240431,"TRUE","education","TRUE","education","sped teacher"
43,"male",0.327428252,0.261770189,10,0.241264984,0.021710955,"FALSE","culinary arts",NA,"services","chef"
32,"female",0.386686414,0.248170167,5,0.591997623,0.596837699,"TRUE","crisis communication","FALSE","arts & communication","public relations"
NA,"female",0.404476017,0.30835861,6,0.359975457,0.608793378,"FALSE","information technology","TRUE","computer & it","web developer"
30,"female",0.285068244,0.377546757,5,0.354860306,0.503234029,"FALSE","hospitality management","FALSE","services","event planner"
39,"female",0.271080703,0.211768568,12,0.331284404,NA,"FALSE","information technology","TRUE","computer & it","web developer"
37,"male",0.369516313,0.172483981,4,0.368897974,0.167197779,"FALSE",NA,"FALSE","hr & admin","clerk"
26,NA,0.542172313,0.267714798,2,0.303360879,NA,"FALSE","information technology","FALSE","computer & it","system analyst"
35,"male",0.36753634,0.202939451,7,0.391858697,0.310905278,"TRUE",NA,"FALSE","hr & admin","offinance manager"
37,"male",0.408841074,0.200948253,3,0.59647876,0.404790908,"FALSE","event management","TRUE","arts & communication","public relations"
25,"male",0.472978115,0.204924434,6,0.641197085,0.595551372,"TRUE","marketing","TRUE","arts & communication","event planner"
57,"male",0.442041337,0.237283081,7,0.514193773,0.524745941,"TRUE","media studies","TRUE","arts & communication","public relations"
26,"female",0.555252433,0.34366852,6,0.663410425,0.602545857,"FALSE","public relations","TRUE","arts & communication","public relations"
24,"female",0.486026704,0.268088162,3,0.576311707,0.538560987,"TRUE","visual design","FALSE","arts & communication","graphic designer"
28,"female",0.187347591,0.218025267,2,0.214182079,0.334525704,"FALSE",NA,"TRUE","healthcare","pharmacist"
37,"male",0.300076902,0.255956233,9,0.009368958,0.622760296,"FALSE","hospitality management","FALSE","services","event planner"
30,"female",0.407485068,0.23221606,8,0.286696851,0.50763303,"TRUE","accountancy","FALSE","accounting & finance","accountant"
32,NA,0.400077224,0.31928432,20,0.272790074,0.343456864,"TRUE","accountancy","FALSE","accounting & finance","accountant"
26,"female",0.587857068,0.328609526,2,0.650367975,0.506406724,"TRUE","digital design","TRUE","arts & communication","illustrator"
NA,"male",0.418653578,0.18208757,8,0.275321662,0.355302393,"FALSE",NA,"TRUE","hr & admin","clerk"
31,"male",0.519120693,0.454330534,7,0.42289421,NA,"FALSE","computer science","FALSE","computer & it","database administrator"
41,"male",0.388677716,0.320432425,11,0.265307963,0.343456864,"TRUE","accountancy","FALSE","accounting & finance","accountant"
28,"female",0.422874779,0.28515178,6,0.52655375,0.623714447,"TRUE","accountancy","FALSE","accounting & finance","auditor"
24,"male",NA,0.261017233,1,0.369654059,0.491952479,"FALSE","primary eucation","FALSE","services","tutor"
38,"female",NA,0.309368312,14,0.549358368,0.636851907,"TRUE","financial management","FALSE","accounting & finance","auditor"
37,"female",0.501144588,0.232788563,3,0.51568979,0.485316426,"TRUE","visual arts","TRUE","arts & communication","illustrator"
21,"female",0.401958168,0.331693053,4,0.502172709,0.538560987,"TRUE","visual design","FALSE","arts & communication","graphic designer"
NA,NA,0.516108692,0.108846173,20,0.328257501,0.265741408,"FALSE",NA,"FALSE","hr & admin","recruiter"
27,"female",0.658109307,0.329763293,4,0.410377741,0.681914508,"FALSE","computer science","FALSE","computer & it","system analyst"
33,"female",0.343061507,0.257605135,10,0.339715749,0.331556141,"FALSE","financial management","FALSE","accounting & finance","financial advisor"
34,"female",0.175151974,0.381329,4,0.27261728,0.251053721,"TRUE","health informatics","TRUE","healthcare","medical laboratory technologist"
NA,"female",0.343184203,0.240157321,1,0.27950567,0.33562839,"FALSE",NA,"FALSE","hr & admin","hr manager"
23,"male",0.022965519,0.246969149,NA,0.253658772,0.021710955,"FALSE","marketting","TRUE","services","customer service representative"
31,"female",0.331208408,0.475312233,2,0.463437945,0.591798663,"FALSE","information technology","TRUE","services","customer service representative"
29,"male",0.480423033,0.253142118,3,0.637351453,0.595846891,"TRUE","event management","FALSE","arts & communication","event planner"
40,"male",0.186011314,0.201146543,10,0.391067147,0.397539586,"FALSE",NA,"FALSE","hr & admin","project coordinator"
35,"female",0.228260577,0.254097104,8,0.52828908,0.500828505,"TRUE","financial management","FALSE","accounting & finance","financial manager"
31,"female",0.170632839,0.252658933,4,0.375805944,0.19697383,"TRUE","medical communication","TRUE","healthcare","registered nurse"
30,"male",0.44813472,0.300173402,5,0.587514162,0.526679873,"FALSE","graphic design","TRUE","arts & communication","graphic designer"
30,"female",0.348629296,0.251229882,4,0.324634194,0.651344299,"FALSE","information technology","TRUE","computer & it","web developer"
30,"male",0.33347699,0.189837649,5,0.188227087,0.222546011,"FALSE",NA,"FALSE","hr & admin","offinance manager"
27,"female",0.562659264,0.184484988,4,0.658282459,0.595551372,"TRUE","marketing","TRUE","arts & communication","event planner"
31,"male",0.181641787,0.285198182,1,0.05813052,0.337843537,"FALSE","medical laboratory technology","TRUE","healthcare","medical laboratory technologist"
39,"male",0.491085291,0.252093226,14,0.516767025,0.651317716,"TRUE","accountancy","FALSE","accounting & finance","auditor"
40,"male",0.425246686,0.609811068,18,0.5026474,0.703593373,NA,"accountancy","FALSE","accounting & finance","auditor"
23,"male",0.235416815,0.172483981,0,0.308648229,0.288177788,"FALSE",NA,"FALSE","hr & admin","clerk"
25,"female",0.464123517,0.183354944,25,0.42013371,0.300844729,"FALSE","business administration","FALSE","hr & admin","project coordinator"
24,"male",0.460635781,0.397181004,2,0.611063123,0.445828974,"FALSE","computer science","FALSE","computer & it","system analyst"
47,"female",0.270077229,0.117150411,1,0.250940979,0.356942773,"FALSE",NA,"FALSE","hr & admin","offinance manager"
29,"male",0.186492234,0.412911087,2,0.321731359,0.337843537,"TRUE","medicine","TRUE","healthcare","medical doctor"
NA,"male",0.365814835,0.248195082,8,0.402056396,0.500828505,"TRUE","financial management","FALSE","accounting & finance","financial manager"
31,"female",0.352491289,0.265681505,2,0.514170468,0.367355824,"TRUE","accountancy","TRUE","accounting & finance","bookkeeper"
28,NA,0.506437957,0.335957885,NA,0.320995122,0.540060401,"FALSE","psychology","TRUE","services","hotel and restaurant staff"
47,"male",0.349890888,0.176255152,23,0.565673232,0.57690084,"TRUE","accountancy","FALSE","accounting & finance","auditor"
30,"female",0.175151974,0.25910977,4,0.254429311,0.228291422,"TRUE","healthcare administration","TRUE","healthcare","medical laboratory technologist"
35,"male",0.312644422,0.381864101,7,0.391858697,0.310905278,"FALSE",NA,"FALSE","hr & admin","offinance manager"
NA,"female",0.258024782,0.336268663,7,NA,0.52620554,"FALSE","hospitality management","FALSE","services","event planner"
26,"female",0.385520041,0.302427828,2,0.438279241,0.540745258,"FALSE","business management","TRUE","services","hotel and restaurant staff"
NA,"male",0.526474714,0.25492543,3,0.281416386,0.636686444,"FALSE","computer science","FALSE","computer & it","software engineer"
28,"female",0.175151974,0.300571144,3,0.259447217,0.19697383,"TRUE","polysomnography","TRUE","healthcare","registered nurse"
32,"female",0.252136558,0.397230625,4,0.391380548,0.733156741,"FALSE","primary eucation","FALSE","services","tutor"
28,"male",0.349128366,0.179177433,3,0.363812268,0.28509468,"FALSE","business management","FALSE","hr & admin","clerk"
NA,"female",0.381547004,0.19313243,20,0.364530176,0.3205857,"FALSE","business management","FALSE","hr & admin","project coordinator"
29,"male",0.175151974,0.30569303,3,0.242379114,0.213081807,"TRUE","medical technology","TRUE","healthcare","medical laboratory technologist"
32,"male",0.382326,0.180455,9,0.310678422,0.378590822,"TRUE",NA,"TRUE","education","researcher"
25,"female",0.357011408,0.1809403,3,0.115293339,0.217831641,"FALSE","economics","FALSE","hr & admin","clerk"
42,"female",0.502317131,0.132615656,10,0.336848259,0.355463922,"FALSE",NA,"FALSE","hr & admin","recruiter"
42,"female",0.452405572,0.242285475,18,0.571368217,0.639407516,"TRUE","accountancy","FALSE","accounting & finance","auditor"
41,"male",0.406164,0.156278,9,0.346742213,0.27212733,"FALSE","history","TRUE","education","college professor"
31,"female",0.242259011,0.269921482,7,0.2732566,0.444207311,"TRUE",NA,"FALSE","hr & admin","offinance manager"
33,"male",0.159504011,0.305771232,6,0.279388279,0.494241029,"TRUE","psychology","TRUE","healthcare","registered nurse"
47,"male",0.253911853,0.256577373,13,0.366319656,0.661070526,"FALSE","culinary arts",NA,"services","chef"
33,"female",0.175151974,0.231631637,3,0.33334696,0.43377167,"TRUE","pharmacy","TRUE","healthcare","pharmacist"
31,"female",0.015580887,0.226149291,2,0.558061302,0.51978755,"TRUE","primary eucation","FALSE","services","tutor"
41,"male",0.250544846,0.313015401,12,0.264642656,0.346392661,"TRUE","accountancy","FALSE","accounting & finance","accountant"
30,NA,NA,0.245363742,3,0.364600331,NA,"FALSE","event management","TRUE","services","hotel and restaurant staff"
23,"male",0.440957963,0.30835855,2,0.587514162,0.526679873,"FALSE","graphic design","TRUE","arts & communication","graphic designer"
NA,"male",0.280984938,0.307919264,10,0.32531783,0.293728709,"FALSE","financial management","FALSE","accounting & finance","financial advisor"
30,"female",0.348629296,0.251229882,5,0.310600638,NA,"FALSE","information technology","TRUE","computer & it","web developer"
29,"female",0.287387162,0.179832131,3,0.419782341,0.218770653,"FALSE",NA,"TRUE","hr & admin","clerk"
29,"female",0.186492234,0.238476872,2,0.278748602,0.113923475,"FALSE",NA,"TRUE","healthcare","pharmacist"
66,"female",0.442041337,0.237283081,7,0.514193773,0.524745941,"FALSE","media studies","FALSE","arts & communication","public relations"
27,"female",0.186492234,0.257503837,3,0.276509404,0.522847652,"FALSE",NA,"TRUE","healthcare","pharmacist"
24,"female",0.33724001,0.192472965,2,0.557966828,0.524649441,"TRUE","graphic design","FALSE","arts & communication","graphic designer"
26,"female",0.599710822,0.255759895,5,0.537028193,0.538560987,"TRUE","digital design","FALSE","arts & communication","graphic designer"
26,"male",0.039198902,0.314862877,3,0.391977966,0.693427145,"TRUE","accountancy","FALSE","accounting & finance","accountant"
35,"female",0.151854336,0.304960817,8,0.284003288,0.230239064,"TRUE","medicine","TRUE","healthcare","medical doctor"
31,"female",0.258811,0.260818,10,0.294475049,0.322715402,"TRUE","biomedical science","TRUE","education","researcher"
NA,"male",0.538436592,0.25492543,4,0.265930533,NA,"FALSE","computer science","TRUE","computer & it","software engineer"
28,"male",0.520980895,0.261696309,5,0.550064147,0.610594332,"FALSE","computer science","FALSE","computer & it","application developer"
25,"male",0.447465181,0.286097586,3,0.475010931,0.506406724,"TRUE","graphic design","TRUE","arts & communication","illustrator"
33,"female",0.26753,0.244879,9,0.354751438,0.556564271,"TRUE","cybersecurity","TRUE","education","researcher"
30,"male",0.159504011,0.354358554,6,0.299565911,0.192203164,"TRUE","pharmacy","TRUE","healthcare","pharmacist"
31,"female",0.358547419,0.424904525,2,0.38918972,0.021710955,"FALSE","business administration","TRUE","services","customer service representative"
28,"female",0.449267596,0.201659679,1,0.678999245,0.526679873,"TRUE","digital design","FALSE","arts & communication","graphic designer"
32,"female",0.476770133,0.336994708,6,0.499481499,0.585443854,"TRUE","finance","FALSE","accounting & finance","financial manager"
41,"male",0.468451917,0.261856258,13,0.358462542,0.608793378,"FALSE","computer science","FALSE","computer & it","web developer"
NA,"male",0.015580887,0.262788653,3,0.28258276,0.397290766,"FALSE","hotel and restaurant management","TRUE","services","hotel and restaurant staff"
NA,"female",0.451146543,0.279099613,9,0.722126245,0.680094481,"TRUE","financial management","FALSE","accounting & finance","financial manager"
29,"male",NA,0.254372239,4,0.498613,0.529477239,"FALSE","hospitality management","FALSE","services","event planner"
30,"male",0.462585539,0.241974235,3,0.009368958,0.56088382,"FALSE","culinary arts","TRUE","services","hotel and restaurant staff"
NA,"male",0.217661053,0.272369057,8,0.561168432,0.580654621,"FALSE","hospitality management","FALSE","services","event planner"
42,"female",0.400411963,0.274575442,2,0.485504717,0.417423815,"TRUE","communication studies","FALSE","arts & communication","public relations"
26,"female",0.45997256,0.429185063,1,0.322582543,NA,"FALSE","information technology","FALSE","computer & it","system analyst"
36,"male",0.457536906,0.296916008,8,0.394465744,0.499124527,"TRUE","finance","FALSE","accounting & finance","financial manager"
29,"male",0.45417276,0.332963467,4,0.62797296,0.64358753,"FALSE","information technology","FALSE","computer & it","system analyst"
NA,NA,0.50070256,0.262363285,7,0.541400015,0.666352987,"FALSE","computer engineering","FALSE","computer & it","application developer"
50,"female",0.36210084,0.117150411,2,0.250940979,0.356942773,"FALSE",NA,"FALSE","hr & admin","offinance manager"
30,"female",0.279150814,0.152046636,4,0.3121241,0.246680379,"FALSE",NA,"TRUE","hr & admin","clerk"
34,"female",0.317465872,0.219136447,3,0.426099002,0.552197218,"TRUE","business administration","FALSE","arts & communication","event planner"
33,"male",0.159504011,0.364789784,6,0.338138193,0.432797998,"TRUE","healthcare administration","TRUE","healthcare","registered nurse"
NA,"female",0.376913,0.222445,6,0.235718176,0.293407619,"FALSE","mathematics","TRUE","education","college professor"
NA,"male",0.134592831,0.287954271,1,0.398131609,0.530478895,"FALSE","media studies","TRUE","services","customer service representative"
25,"female",0.337587893,0.219816715,2,0.573779702,0.409139127,"FALSE","hospitality management","TRUE","arts & communication","event planner"
NA,NA,NA,0.501405537,4,0.415663511,NA,"FALSE","computer science","FALSE","computer & it","application developer"
22,"female",0.469750792,0.307763815,2,0.579111576,0.530844092,"TRUE","visual arts","FALSE","arts & communication","graphic designer"
54,"male",0.459810972,0.109925568,20,0.264599502,0.328912526,"FALSE","business administration","FALSE","hr & admin","hr manager"
37,"male",0.428859,0.174459,10,0.174507082,0.472552598,"TRUE","electrical engineering","TRUE","education","college professor"
27,"male",0.313748568,0.172006443,4,0.346160054,0.33092016,"TRUE","accountancy","FALSE","accounting & finance","accountant"
39,"female",0.390146732,0.249831975,11,0.498473346,0.646316588,"FALSE","hospitality management","FALSE","services","event planner"
37,"female",0.218279153,0.165167153,3,0.416385978,0.256458968,"FALSE",NA,"TRUE","hr & admin","hr manager"
41,"male",0.351118773,0.264580011,13,0.553425252,0.647426248,"TRUE","financial management","FALSE","accounting & finance","financial manager"
26,"female",0.317816854,0.195964351,NA,0.225814492,0.37528339,"FALSE","hospitality management","TRUE","services","hotel and restaurant staff"
22,"male",0.20899725,0.293612301,NA,0.398897231,0.503732085,"FALSE",NA,"TRUE","services","customer service representative"
